Date Local,CO Mean,CO 1st Max Hour
2006/4/2,0.358333,18
2006/4/2,0.35,23
2006/4/2,0.358333,18
2006/4/2,0.35,23
2006/4/3,0.45,0
2006/4/3,0.458333,0
2006/4/3,0.45,0
2006/4/3,0.458333,0
2006/4/4,0.416667,0
2006/4/4,0.420833,0
2006/4/4,0.416667,0
2006/4/4,0.420833,0
2006/4/5,0.441667,0
2006/4/5,0.429167,11
2006/4/5,0.441667,0
2006/4/5,0.429167,11
2006/4/6,0.470833,22
2006/4/6,0.433333,22
2006/4/6,0.470833,22
2006/4/6,0.433333,22
2006/4/7,0.858333,6
2006/4/7,0.8125,21
2006/4/7,0.858333,6
2006/4/7,0.8125,21
2006/4/8,0.55,0
2006/4/8,0.633333,0
2006/4/8,0.55,0
2006/4/8,0.633333,0
2006/4/9,0.5,7
2006/4/9,0.479167,9
2006/4/9,0.5,7
2006/4/9,0.479167,9
2006/4/10,0.436364,21
2006/4/10,0.433333,0
2006/4/10,0.436364,21
2006/4/10,0.433333,0
2006/4/11,0.666667,6
2006/4/11,0.683333,10
2006/4/11,0.666667,6
2006/4/11,0.683333,10
2006/4/12,0.516667,6
2006/4/12,0.520833,6
2006/4/12,0.516667,6
2006/4/12,0.520833,6
2006/4/13,0.516667,22
2006/4/13,0.504167,10
2006/4/13,0.516667,22
2006/4/13,0.504167,10
2006/4/14,0.941667,7
2006/4/14,0.933333,10
2006/4/14,0.941667,7
2006/4/14,0.933333,10
2006/4/15,0.654167,7
2006/4/15,0.708333,8
2006/4/15,0.654167,7
2006/4/15,0.708333,8
2006/4/16,0.404167,22
2006/4/16,0.4,0
2006/4/16,0.404167,22
2006/4/16,0.4,0
2006/4/17,0.4,0
2006/4/17,0.4,0
2006/4/17,0.4,0
2006/4/17,0.4,0
2006/4/18,0.495833,19
2006/4/18,0.470833,19
2006/4/18,0.495833,19
2006/4/18,0.470833,19
2006/4/19,0.591667,4
2006/4/19,0.6,0
2006/4/19,0.591667,4
2006/4/19,0.6,0
2006/4/20,0.545833,18
2006/4/20,0.533333,0
2006/4/20,0.545833,18
2006/4/20,0.533333,0
2006/4/21,0.5,0
2006/4/21,0.5125,0
2006/4/21,0.5,0
2006/4/21,0.5125,0
2006/4/22,0.491667,17
2006/4/22,0.5,0
2006/4/22,0.491667,17
2006/4/22,0.5,0
2006/4/23,0.666667,14
2006/4/23,0.6375,15
2006/4/23,0.666667,14
2006/4/23,0.6375,15
2006/4/24,0.773913,19
2006/4/24,0.766667,19
2006/4/24,0.773913,19
2006/4/24,0.766667,19
2006/4/25,0.695833,6
2006/4/25,0.729167,0
2006/4/25,0.695833,6
2006/4/25,0.729167,0
2006/4/26,0.65,20
2006/4/26,0.633333,12
2006/4/26,0.65,20
2006/4/26,0.633333,12
2006/4/27,0.733333,6
2006/4/27,0.745833,2
2006/4/27,0.733333,6
2006/4/27,0.745833,2
2006/4/28,0.6,6
2006/4/28,0.614286,0
2006/4/28,0.6,6
2006/4/28,0.614286,0
2006/4/29,0.6875,17
2006/4/29,0.7,21
2006/4/29,0.6875,17
2006/4/29,0.7,21
2006/4/30,0.625,1
2006/4/30,0.6625,6
2006/4/30,0.625,1
2006/4/30,0.6625,6
2006/5/1,0.583333,0
2006/5/1,0.5875,1
2006/5/1,0.583333,0
2006/5/1,0.5875,1
2006/5/3,0.376471,17
2006/5/3,0.4,12
2006/5/3,0.376471,17
2006/5/3,0.4,12
2006/5/4,0.441667,23
2006/5/4,0.408333,23
2006/5/4,0.441667,23
2006/5/4,0.408333,23
2006/5/5,0.4375,0
2006/5/5,0.479167,0
2006/5/5,0.4375,0
2006/5/5,0.479167,0
2006/5/6,0.345833,0
2006/5/6,0.375,0
2006/5/6,0.345833,0
2006/5/6,0.375,0
2006/5/7,0.3375,18
2006/5/7,0.325,18
2006/5/7,0.3375,18
2006/5/7,0.325,18
2006/5/8,0.317391,18
2006/5/8,0.316667,0
2006/5/8,0.317391,18
2006/5/8,0.316667,0
2006/5/9,0.366667,6
2006/5/9,0.383333,0
2006/5/9,0.366667,6
2006/5/9,0.383333,0
2006/5/10,0.370833,6
2006/5/10,0.366667,0
2006/5/10,0.370833,6
2006/5/10,0.366667,0
2006/5/11,0.370833,6
2006/5/11,0.375,0
2006/5/11,0.370833,6
2006/5/11,0.375,0
2006/5/12,0.441667,7
2006/5/12,0.4375,11
2006/5/12,0.441667,7
2006/5/12,0.4375,11
2006/5/13,0.404167,0
2006/5/13,0.420833,0
2006/5/13,0.404167,0
2006/5/13,0.420833,0
2006/5/14,0.358333,8
2006/5/14,0.370833,0
2006/5/14,0.358333,8
2006/5/14,0.370833,0
2006/5/15,0.413043,19
2006/5/15,0.391667,19
2006/5/15,0.413043,19
2006/5/15,0.391667,19
2006/5/16,0.4875,7
2006/5/16,0.504167,10
2006/5/16,0.4875,7
2006/5/16,0.504167,10
2006/5/17,0.4375,7
2006/5/17,0.441667,0
2006/5/17,0.4375,7
2006/5/17,0.441667,0
2006/5/18,0.466667,22
2006/5/18,0.445833,23
2006/5/18,0.466667,22
2006/5/18,0.445833,23
2006/5/19,0.483333,1
2006/5/19,0.5,0
2006/5/19,0.483333,1
2006/5/19,0.5,0
2006/5/20,0.341667,0
2006/5/20,0.3625,0
2006/5/20,0.341667,0
2006/5/20,0.3625,0
2006/5/21,0.2875,13
2006/5/21,0.295833,0
2006/5/21,0.2875,13
2006/5/21,0.295833,0
2006/5/22,0.217391,6
2006/5/22,0.2,0
2006/5/22,0.217391,6
2006/5/22,0.2,0
2006/5/23,0.254167,5
2006/5/23,0.245833,8
2006/5/23,0.254167,5
2006/5/23,0.245833,8
2006/5/24,0.291667,23
2006/5/24,0.2875,22
2006/5/24,0.291667,23
2006/5/24,0.2875,22
2006/5/25,0.5625,6
2006/5/25,0.5625,7
2006/5/25,0.5625,6
2006/5/25,0.5625,7
2006/5/26,0.566667,19
2006/5/26,0.533333,22
2006/5/26,0.566667,19
2006/5/26,0.533333,22
2006/5/27,0.520833,6
2006/5/27,0.583333,0
2006/5/27,0.520833,6
2006/5/27,0.583333,0
2006/5/28,0.383333,23
2006/5/28,0.358333,22
2006/5/28,0.383333,23
2006/5/28,0.358333,22
2006/5/29,0.6125,21
2006/5/29,0.6,2
2006/5/29,0.6125,21
2006/5/29,0.6,2
2006/5/30,0.517391,6
2006/5/30,0.575,0
2006/5/30,0.517391,6
2006/5/30,0.575,0
2006/5/31,0.358333,0
2006/5/31,0.370833,0
2006/5/31,0.358333,0
2006/5/31,0.370833,0
2006/6/1,0.461111,7
2006/6/1,0.42,10
2006/6/1,0.461111,7
2006/6/1,0.42,10
2006/6/2,0.55,18
2006/6/2,0.55,18
2006/6/2,0.55,18
2006/6/2,0.55,18
2006/6/3,0.35,12
2006/6/3,0.3875,0
2006/6/3,0.35,12
2006/6/3,0.3875,0
2006/6/4,0.245833,22
2006/6/4,0.241667,0
2006/6/4,0.245833,22
2006/6/4,0.241667,0
2006/6/5,0.291667,7
2006/6/5,0.283333,0
2006/6/5,0.291667,7
2006/6/5,0.283333,0
2006/6/6,0.352174,2
2006/6/6,0.370833,4
2006/6/6,0.352174,2
2006/6/6,0.370833,4
2006/6/7,0.266667,7
2006/6/7,0.295833,0
2006/6/7,0.266667,7
2006/6/7,0.295833,0
2006/6/8,0.316667,18
2006/6/8,0.2875,18
2006/6/8,0.316667,18
2006/6/8,0.2875,18
2006/6/9,0.266667,0
2006/6/9,0.3,0
2006/6/9,0.266667,0
2006/6/9,0.3,0
2006/6/11,0.120833,16
2006/6/11,0.120833,19
2006/6/11,0.120833,16
2006/6/11,0.120833,19
2006/6/12,0.191304,5
2006/6/12,0.175,0
2006/6/12,0.191304,5
2006/6/12,0.175,0
2006/6/13,0.220833,20
2006/6/13,0.183333,22
2006/6/13,0.220833,20
2006/6/13,0.183333,22
2006/6/14,0.366667,6
2006/6/14,0.4125,0
2006/6/14,0.366667,6
2006/6/14,0.4125,0
2006/6/15,0.125,7
2006/6/15,0.145833,0
2006/6/15,0.125,7
2006/6/15,0.145833,0
2006/6/16,0.1875,21
2006/6/16,0.145833,22
2006/6/16,0.1875,21
2006/6/16,0.145833,22
2006/6/17,0.325,10
2006/6/17,0.345833,1
2006/6/17,0.325,10
2006/6/17,0.345833,1
2006/6/18,0.325,0
2006/6/18,0.308333,22
2006/6/18,0.325,0
2006/6/18,0.308333,22
2006/6/19,0.295652,7
2006/6/19,0.3,0
2006/6/19,0.295652,7
2006/6/19,0.3,0
2006/6/20,0.220833,5
2006/6/20,0.245833,0
2006/6/20,0.220833,5
2006/6/20,0.245833,0
2006/6/21,0.166667,22
2006/6/21,0.1625,0
2006/6/21,0.166667,22
2006/6/21,0.1625,0
2006/6/22,0.345833,6
2006/6/22,0.341667,6
2006/6/22,0.345833,6
2006/6/22,0.341667,6
2006/6/23,0.329167,22
2006/6/23,0.291667,22
2006/6/23,0.329167,22
2006/6/23,0.291667,22
2006/6/24,0.341667,10
2006/6/24,0.391667,0
2006/6/24,0.341667,10
2006/6/24,0.391667,0
2006/6/25,0.225,0
2006/6/25,0.258333,0
2006/6/25,0.225,0
2006/6/25,0.258333,0
2006/6/26,0.163636,5
2006/6/26,0.170833,0
2006/6/26,0.163636,5
2006/6/26,0.170833,0
2006/6/27,0.125,6
2006/6/27,0.129167,0
2006/6/27,0.125,6
2006/6/27,0.129167,0
2006/6/28,0.225,21
2006/6/28,0.1875,18
2006/6/28,0.225,21
2006/6/28,0.1875,18
2006/6/29,0.416667,22
2006/6/29,0.395833,10
2006/6/29,0.416667,22
2006/6/29,0.395833,10
2006/6/30,0.170833,21
2006/6/30,0.220833,0
2006/6/30,0.170833,21
2006/6/30,0.220833,0
2006/7/1,0.204167,7
2006/7/1,0.216667,8
2006/7/1,0.204167,7
2006/7/1,0.216667,8
2006/7/2,0.1875,17
2006/7/2,0.2,0
2006/7/2,0.1875,17
2006/7/2,0.2,0
2006/7/3,0.369565,17
2006/7/3,0.333333,15
2006/7/3,0.369565,17
2006/7/3,0.333333,15
2006/7/4,0.483333,0
2006/7/4,0.5,0
2006/7/4,0.483333,0
2006/7/4,0.5,0
2006/7/5,0.5375,16
2006/7/5,0.516667,16
2006/7/5,0.5375,16
2006/7/5,0.516667,16
2006/7/6,0.4,1
2006/7/6,0.433333,0
2006/7/6,0.4,1
2006/7/6,0.433333,0
2006/7/7,0.425,23
2006/7/7,0.35,23
2006/7/7,0.425,23
2006/7/7,0.35,23
2006/7/8,0.45,0
2006/7/8,0.5,2
2006/7/8,0.45,0
2006/7/8,0.5,2
2006/7/9,0.404167,0
2006/7/9,0.429167,1
2006/7/9,0.404167,0
2006/7/9,0.429167,1
2006/7/10,0.395652,6
2006/7/10,0.379167,11
2006/7/10,0.395652,6
2006/7/10,0.379167,11
2006/7/11,0.55,21
2006/7/11,0.495833,23
2006/7/11,0.55,21
2006/7/11,0.495833,23
2006/7/12,0.6,15
2006/7/12,0.641667,0
2006/7/12,0.6,15
2006/7/12,0.641667,0
2006/7/13,0.395833,7
2006/7/13,0.429167,0
2006/7/13,0.395833,7
2006/7/13,0.429167,0
2006/7/14,0.483333,8
2006/7/14,0.479167,8
2006/7/14,0.483333,8
2006/7/14,0.479167,8
2006/7/15,0.65,1
2006/7/15,0.6375,7
2006/7/15,0.65,1
2006/7/15,0.6375,7
2006/7/16,0.441667,23
2006/7/16,0.416667,0
2006/7/16,0.441667,23
2006/7/16,0.416667,0
2006/7/17,0.534783,0
2006/7/17,0.6,3
2006/7/17,0.534783,0
2006/7/17,0.6,3
2006/7/18,0.404167,7
2006/7/18,0.441667,0
2006/7/18,0.404167,7
2006/7/18,0.441667,0
2006/7/19,0.275,5
2006/7/19,0.295833,0
2006/7/19,0.275,5
2006/7/19,0.295833,0
2006/7/20,0.2,9
2006/7/20,0.179167,0
2006/7/20,0.2,9
2006/7/20,0.179167,0
2006/7/21,0.475,22
2006/7/21,0.4,23
2006/7/21,0.475,22
2006/7/21,0.4,23
2006/7/22,0.429167,4
2006/7/22,0.475,0
2006/7/22,0.429167,4
2006/7/22,0.475,0
2006/7/23,0.204167,23
2006/7/23,0.195833,0
2006/7/23,0.204167,23
2006/7/23,0.195833,0
2006/7/24,0.443478,0
2006/7/24,0.433333,4
2006/7/24,0.443478,0
2006/7/24,0.433333,4
2006/7/25,0.479167,7
2006/7/25,0.5,0
2006/7/25,0.479167,7
2006/7/25,0.5,0
2006/7/26,0.5,9
2006/7/26,0.516667,11
2006/7/26,0.5,9
2006/7/26,0.516667,11
2006/7/27,0.5125,18
2006/7/27,0.520833,13
2006/7/27,0.5125,18
2006/7/27,0.520833,13
2006/7/28,0.479167,7
2006/7/28,0.504167,0
2006/7/28,0.479167,7
2006/7/28,0.504167,0
2006/7/29,0.433333,21
2006/7/29,0.416667,20
2006/7/29,0.433333,21
2006/7/29,0.416667,20
2006/7/30,0.425,0
2006/7/30,0.433333,0
2006/7/30,0.425,0
2006/7/30,0.433333,0
2006/7/31,0.4625,22
2006/7/31,0.425,23
2006/7/31,0.4625,22
2006/7/31,0.425,23
2006/8/1,0.541667,7
2006/8/1,0.5625,0
2006/8/1,0.541667,7
2006/8/1,0.5625,0
2006/8/2,0.521739,5
2006/8/2,0.5,0
2006/8/2,0.521739,5
2006/8/2,0.5,0
2006/8/3,0.5,6
2006/8/3,0.5,0
2006/8/3,0.5,6
2006/8/3,0.5,0
2006/8/4,0.45,6
2006/8/4,0.445833,0
2006/8/4,0.45,6
2006/8/4,0.445833,0
2006/8/5,0.325,20
2006/8/5,0.329167,0
2006/8/5,0.325,20
2006/8/5,0.329167,0
2006/8/6,0.358333,21
2006/8/6,0.358333,0
2006/8/6,0.358333,21
2006/8/6,0.358333,0
2006/8/7,0.482609,15
2006/8/7,0.458333,22
2006/8/7,0.482609,15
2006/8/7,0.458333,22
2006/8/8,0.379167,0
2006/8/8,0.420833,0
2006/8/8,0.379167,0
2006/8/8,0.420833,0
2006/8/9,0.35,5
2006/8/9,0.345833,0
2006/8/9,0.35,5
2006/8/9,0.345833,0
2006/8/10,0.454167,8
2006/8/10,0.441667,22
2006/8/10,0.454167,8
2006/8/10,0.441667,22
2006/8/11,0.320833,6
2006/8/11,0.3375,0
2006/8/11,0.320833,6
2006/8/11,0.3375,0
2006/8/12,0.295833,22
2006/8/12,0.2875,22
2006/8/12,0.295833,22
2006/8/12,0.2875,22
2006/8/13,0.345833,20
2006/8/13,0.3375,0
2006/8/13,0.345833,20
2006/8/13,0.3375,0
2006/8/14,0.490909,5
2006/8/14,0.495833,10
2006/8/14,0.490909,5
2006/8/14,0.495833,10
2006/8/15,0.566667,23
2006/8/15,0.533333,23
2006/8/15,0.566667,23
2006/8/15,0.533333,23
2006/8/16,0.5125,22
2006/8/16,0.533333,0
2006/8/16,0.5125,22
2006/8/16,0.533333,0
2006/8/17,0.4625,22
2006/8/17,0.4625,0
2006/8/17,0.4625,22
2006/8/17,0.4625,0
2006/8/18,0.591667,6
2006/8/18,0.608333,8
2006/8/18,0.591667,6
2006/8/18,0.608333,8
2006/8/19,0.529167,6
2006/8/19,0.504167,23
2006/8/19,0.529167,6
2006/8/19,0.504167,23
2006/8/20,0.533333,8
2006/8/20,0.558333,0
2006/8/20,0.533333,8
2006/8/20,0.558333,0
2006/8/21,0.456522,20
2006/8/21,0.45,0
2006/8/21,0.456522,20
2006/8/21,0.45,0
2006/8/22,0.575,20
2006/8/22,0.529167,22
2006/8/22,0.575,20
2006/8/22,0.529167,22
2006/8/23,0.554167,6
2006/8/23,0.595833,0
2006/8/23,0.554167,6
2006/8/23,0.595833,0
2006/8/24,0.654167,23
2006/8/24,0.6,22
2006/8/24,0.654167,23
2006/8/24,0.6,22
2006/8/25,0.733333,0
2006/8/25,0.779167,0
2006/8/25,0.733333,0
2006/8/25,0.779167,0
2006/8/26,0.525,0
2006/8/26,0.533333,0
2006/8/26,0.525,0
2006/8/26,0.533333,0
2006/8/27,0.5875,23
2006/8/27,0.558333,22
2006/8/27,0.5875,23
2006/8/27,0.558333,22
2006/8/28,0.743478,8
2006/8/28,0.741667,9
2006/8/28,0.743478,8
2006/8/28,0.741667,9
2006/8/29,0.616667,13
2006/8/29,0.6375,0
2006/8/29,0.616667,13
2006/8/29,0.6375,0
2006/8/30,0.758333,21
2006/8/30,0.695833,21
2006/8/30,0.758333,21
2006/8/30,0.695833,21
2006/8/31,0.633333,20
2006/8/31,0.683333,0
2006/8/31,0.633333,20
2006/8/31,0.683333,0
2006/9/1,0.5875,0
2006/9/1,0.629167,0
2006/9/1,0.5875,0
2006/9/1,0.629167,0
2006/9/2,0.525,12
2006/9/2,0.508333,22
2006/9/2,0.525,12
2006/9/2,0.508333,22
2006/9/3,0.625,6
2006/9/3,0.6,0
2006/9/3,0.625,6
2006/9/3,0.6,0
2006/9/4,0.645833,21
2006/9/4,0.633333,0
2006/9/4,0.645833,21
2006/9/4,0.633333,0
2006/9/5,0.879167,7
2006/9/5,0.883333,12
2006/9/5,0.879167,7
2006/9/5,0.883333,12
2006/9/6,0.556522,6
2006/9/6,0.604167,0
2006/9/6,0.556522,6
2006/9/6,0.604167,0
2006/9/7,0.516667,21
2006/9/7,0.504167,23
2006/9/7,0.516667,21
2006/9/7,0.504167,23
2006/9/8,0.554167,5
2006/9/8,0.583333,0
2006/9/8,0.554167,5
2006/9/8,0.583333,0
2006/9/9,0.525,0
2006/9/9,0.558333,0
2006/9/9,0.525,0
2006/9/9,0.558333,0
2006/9/10,0.333333,0
2006/9/10,0.375,0
2006/9/10,0.333333,0
2006/9/10,0.375,0
2006/9/11,0.343478,7
2006/9/11,0.325,8
2006/9/11,0.343478,7
2006/9/11,0.325,8
2006/9/12,0.3625,6
2006/9/12,0.366667,0
2006/9/12,0.3625,6
2006/9/12,0.366667,0
